State,date,business_apps
WE,2019-06-01,68242
WE,2019-07-01,65835
WE,2019-08-01,67521
WE,2019-09-01,69174
WE,2019-10-01,70845
WE,2019-11-01,70280
WE,2019-12-01,77450
AL,2019-01-01,4869
AL,2019-02-01,4299
AL,2019-03-01,4098
AL,2019-04-01,3516
AL,2019-05-01,3735
AL,2019-06-01,3001
AL,2019-07-01,2920
AL,2019-08-01,3634
AL,2019-09-01,2884
AL,2019-10-01,3700
AL,2019-11-01,2590
AL,2019-12-01,2260
AL,2019-01-01,3617
AL,2019-02-01,3753
AL,2019-03-01,3622
AL,2019-04-01,3488
AL,2019-05-01,3185
AL,2019-06-01,3285
AL,2019-07-01,3387
AL,2019-08-01,3235
AL,2019-09-01,3515
AL,2019-10-01,3618
AL,2019-11-01,3464
AL,2019-12-01,3428
AK,2019-01-01,872
AK,2019-02-01,773
AK,2019-03-01,746
AK,2019-04-01,649
AK,2019-05-01,721
AK,2019-06-01,515
AK,2019-07-01,521
AK,2019-08-01,691
AK,2019-09-01,637
AK,2019-10-01,935
AK,2019-11-01,487
AK,2019-12-01,549
AK,2019-01-01,678
AK,2019-02-01,707
AK,2019-03-01,671
AK,2019-04-01,606
AK,2019-05-01,582
AK,2019-06-01,583
AK,2019-07-01,608
AK,2019-08-01,621
AK,2019-09-01,804
AK,2019-10-01,899
AK,2019-11-01,635
AK,2019-12-01,758
AZ,2019-01-01,7531
AZ,2019-02-01,6821
AZ,2019-03-01,6860
AZ,2019-04-01,6405
AZ,2019-05-01,7449
AZ,2019-06-01,5984
AZ,2019-07-01,5560
AZ,2019-08-01,7355
AZ,2019-09-01,5692
AZ,2019-10-01,7053
AZ,2019-11-01,5073
AZ,2019-12-01,4867
AZ,2019-01-01,5851
AZ,2019-02-01,6683
AZ,2019-03-01,6678
AZ,2019-04-01,6412
AZ,2019-05-01,6322
AZ,2019-06-01,6622
AZ,2019-07-01,6364
AZ,2019-08-01,6293
AZ,2019-09-01,6443
AZ,2019-10-01,6568
AZ,2019-11-01,6325
AZ,2019-12-01,6434
AR,2019-01-01,2928
AR,2019-02-01,2429
AR,2019-03-01,2448
AR,2019-04-01,2161
AR,2019-05-01,2472
AR,2019-06-01,1920
AR,2019-07-01,1663
AR,2019-08-01,2401
AR,2019-09-01,1851
AR,2019-10-01,2181
AR,2019-11-01,1593
AR,2019-12-01,1455
AR,2019-01-01,2193
AR,2019-02-01,2246
AR,2019-03-01,2168
AR,2019-04-01,2171
AR,2019-05-01,2067
AR,2019-06-01,2110
AR,2019-07-01,1882
AR,2019-08-01,2105
AR,2019-09-01,2172
AR,2019-10-01,2171
AR,2019-11-01,2094
AR,2019-12-01,2101
CA,2019-01-01,36686
CA,2019-02-01,33546
CA,2019-03-01,33112
CA,2019-04-01,31181
CA,2019-05-01,36588
CA,2019-06-01,29124
CA,2019-07-01,24960
CA,2019-08-01,33350
CA,2019-09-01,25097
CA,2019-10-01,32860
CA,2019-11-01,23459
CA,2019-12-01,25194
CA,2019-01-01,29154
CA,2019-02-01,31087
CA,2019-03-01,30441
CA,2019-04-01,30244
CA,2019-05-01,29981
CA,2019-06-01,29288
CA,2019-07-01,29050
CA,2019-08-01,30234
CA,2019-09-01,29692
CA,2019-10-01,31291
CA,2019-11-01,31513
CA,2019-12-01,36603
CO,2019-01-01,9116
CO,2019-02-01,7963
CO,2019-03-01,7847
CO,2019-04-01,7647
CO,2019-05-01,8440
CO,2019-06-01,6449
CO,2019-07-01,5962
CO,2019-08-01,7984
CO,2019-09-01,6309
CO,2019-10-01,7653
CO,2019-11-01,5601
CO,2019-12-01,5508
CO,2019-01-01,6522
CO,2019-02-01,7623
CO,2019-03-01,7386
CO,2019-04-01,7459
CO,2019-05-01,7207
CO,2019-06-01,7260
CO,2019-07-01,7006
CO,2019-08-01,7023
CO,2019-09-01,7304
CO,2019-10-01,7273
CO,2019-11-01,7182
CO,2019-12-01,7616
CT,2019-01-01,3453
CT,2019-02-01,2958
CT,2019-03-01,3267
CT,2019-04-01,2870
CT,2019-05-01,3245
CT,2019-06-01,2465
CT,2019-07-01,2087
CT,2019-08-01,3016
CT,2019-09-01,2304
CT,2019-10-01,3008
CT,2019-11-01,2226
CT,2019-12-01,2019
CT,2019-01-01,2693
CT,2019-02-01,2869
CT,2019-03-01,2981
CT,2019-04-01,2810
CT,2019-05-01,2697
CT,2019-06-01,2726
CT,2019-07-01,2513
CT,2019-08-01,2737
CT,2019-09-01,2685
CT,2019-10-01,2824
CT,2019-11-01,2712
CT,2019-12-01,2685
DE,2019-01-01,2478
DE,2019-02-01,2625
DE,2019-03-01,2719
DE,2019-04-01,2206
DE,2019-05-01,2348
DE,2019-06-01,1931
DE,2019-07-01,1739
DE,2019-08-01,2225
DE,2019-09-01,1752
DE,2019-10-01,2420
DE,2019-11-01,1695
DE,2019-12-01,1717
DE,2019-01-01,1962
DE,2019-02-01,2513
DE,2019-03-01,2517
DE,2019-04-01,2172
DE,2019-05-01,2041
DE,2019-06-01,2053
DE,2019-07-01,1969
DE,2019-08-01,1994
DE,2019-09-01,2066
DE,2019-10-01,2292
DE,2019-11-01,2084
DE,2019-12-01,2300
DC,2019-01-01,1174
DC,2019-02-01,1101
DC,2019-03-01,1113
DC,2019-04-01,1158
DC,2019-05-01,1140
DC,2019-06-01,948
DC,2019-07-01,857
DC,2019-08-01,1092
DC,2019-09-01,936
DC,2019-10-01,1111
DC,2019-11-01,861
DC,2019-12-01,789
DC,2019-01-01,888
DC,2019-02-01,1046
DC,2019-03-01,1029
DC,2019-04-01,1196
DC,2019-05-01,1020
DC,2019-06-01,1050
DC,2019-07-01,984
DC,2019-08-01,988
DC,2019-09-01,1067
DC,2019-10-01,1020
DC,2019-11-01,1048
DC,2019-12-01,1033
FL,2019-01-01,37152
FL,2019-02-01,35403
FL,2019-03-01,36565
FL,2019-04-01,35316
FL,2019-05-01,40094
FL,2019-06-01,30628
FL,2019-07-01,26485
FL,2019-08-01,38579
FL,2019-09-01,26912
FL,2019-10-01,34148
FL,2019-11-01,24979
FL,2019-12-01,25750
FL,2019-01-01,31423
FL,2019-02-01,32312
FL,2019-03-01,33810
FL,2019-04-01,32928
FL,2019-05-01,33009
FL,2019-06-01,31846
FL,2019-07-01,30505
FL,2019-08-01,34974
FL,2019-09-01,31171
FL,2019-10-01,31857
FL,2019-11-01,32496
FL,2019-12-01,38369
GA,2019-01-01,17069
GA,2019-02-01,16188
GA,2019-03-01,16252
GA,2019-04-01,14266
GA,2019-05-01,17151
GA,2019-06-01,13418
GA,2019-07-01,12107
GA,2019-08-01,16011
GA,2019-09-01,11789
GA,2019-10-01,16153
GA,2019-11-01,10939
GA,2019-12-01,10842
GA,2019-01-01,13671
GA,2019-02-01,14411
GA,2019-03-01,14470
GA,2019-04-01,14307
GA,2019-05-01,14228
GA,2019-06-01,14403
GA,2019-07-01,14123
GA,2019-08-01,14452
GA,2019-09-01,14109
GA,2019-10-01,15092
GA,2019-11-01,14384
GA,2019-12-01,15473
HI,2019-01-01,1612
HI,2019-02-01,1395
HI,2019-03-01,1447
HI,2019-04-01,1157
HI,2019-05-01,1343
HI,2019-06-01,1039
HI,2019-07-01,976
HI,2019-08-01,1254
HI,2019-09-01,1050
HI,2019-10-01,1316
HI,2019-11-01,942
HI,2019-12-01,978
HI,2019-01-01,1320
HI,2019-02-01,1346
HI,2019-03-01,1381
HI,2019-04-01,1144
HI,2019-05-01,1107
HI,2019-06-01,1137
HI,2019-07-01,1100
HI,2019-08-01,1120
HI,2019-09-01,1183
HI,2019-10-01,1215
HI,2019-11-01,1173
HI,2019-12-01,1335
ID,2019-01-01,2464
ID,2019-02-01,2065
ID,2019-03-01,2117
ID,2019-04-01,1745
ID,2019-05-01,2050
ID,2019-06-01,1624
ID,2019-07-01,1301
ID,2019-08-01,2075
ID,2019-09-01,1433
ID,2019-10-01,1900
ID,2019-11-01,1363
ID,2019-12-01,1471
ID,2019-01-01,1966
ID,2019-02-01,1986
ID,2019-03-01,1920
ID,2019-04-01,1641
ID,2019-05-01,1696
ID,2019-06-01,1731
ID,2019-07-01,1549
ID,2019-08-01,1842
ID,2019-09-01,1731
ID,2019-10-01,1837
ID,2019-11-01,1763
ID,2019-12-01,1946
IL,2019-01-01,11210
IL,2019-02-01,10652
IL,2019-03-01,11234
IL,2019-04-01,10548
IL,2019-05-01,11864
IL,2019-06-01,8841
IL,2019-07-01,7725
IL,2019-08-01,10739
IL,2019-09-01,8430
IL,2019-10-01,10569
IL,2019-11-01,7679
IL,2019-12-01,7864
IL,2019-01-01,8560
IL,2019-02-01,9960
IL,2019-03-01,10267
IL,2019-04-01,9856
IL,2019-05-01,9989
IL,2019-06-01,9821
IL,2019-07-01,9442
IL,2019-08-01,9755
IL,2019-09-01,9943
IL,2019-10-01,9905
IL,2019-11-01,9905
IL,2019-12-01,10866
IN,2019-01-01,5459
IN,2019-02-01,5078
IN,2019-03-01,5172
IN,2019-04-01,4503
IN,2019-05-01,5107
IN,2019-06-01,3928
IN,2019-07-01,3588
IN,2019-08-01,5047
IN,2019-09-01,4066
IN,2019-10-01,4793
IN,2019-11-01,3625
IN,2019-12-01,3445
IN,2019-01-01,3970
IN,2019-02-01,4603
IN,2019-03-01,4655
IN,2019-04-01,4567
IN,2019-05-01,4457
IN,2019-06-01,4479
IN,2019-07-01,4267
IN,2019-08-01,4500
IN,2019-09-01,4699
IN,2019-10-01,4621
IN,2019-11-01,4585
IN,2019-12-01,4758
IA,2019-01-01,2457
IA,2019-02-01,1974
IA,2019-03-01,2101
IA,2019-04-01,1920
IA,2019-05-01,2180
IA,2019-06-01,1590
IA,2019-07-01,1474
IA,2019-08-01,1953
IA,2019-09-01,1537
IA,2019-10-01,1945
IA,2019-11-01,1406
IA,2019-12-01,1492
IA,2019-01-01,1856
IA,2019-02-01,1842
IA,2019-03-01,1953
IA,2019-04-01,1854
IA,2019-05-01,1837
IA,2019-06-01,1803
IA,2019-07-01,1786
IA,2019-08-01,1787
IA,2019-09-01,1832
IA,2019-10-01,1845
IA,2019-11-01,1809
IA,2019-12-01,1850
KS,2019-01-01,2580
KS,2019-02-01,2037
KS,2019-03-01,2112
KS,2019-04-01,1860
KS,2019-05-01,2151
KS,2019-06-01,1662
KS,2019-07-01,1475
KS,2019-08-01,2076
KS,2019-09-01,1604
KS,2019-10-01,2029
KS,2019-11-01,1406
KS,2019-12-01,1527
KS,2019-01-01,1828
KS,2019-02-01,1886
KS,2019-03-01,1987
KS,2019-04-01,1873
KS,2019-05-01,1841
KS,2019-06-01,1887
KS,2019-07-01,1754
KS,2019-08-01,1845
KS,2019-09-01,1881
KS,2019-10-01,1925
KS,2019-11-01,1783
KS,2019-12-01,2066
KY,2019-01-01,3566
KY,2019-02-01,2964
KY,2019-03-01,3139
KY,2019-04-01,2820
KY,2019-05-01,3034
KY,2019-06-01,2484
KY,2019-07-01,2170
KY,2019-08-01,3036
KY,2019-09-01,2501
KY,2019-10-01,3182
KY,2019-11-01,2085
KY,2019-12-01,1947
KY,2019-01-01,2579
KY,2019-02-01,2724
KY,2019-03-01,2800
KY,2019-04-01,2819
KY,2019-05-01,2600
KY,2019-06-01,2802
KY,2019-07-01,2496
KY,2019-08-01,2655
KY,2019-09-01,2878
KY,2019-10-01,3057
KY,2019-11-01,2777
KY,2019-12-01,2907
LA,2019-01-01,5936
LA,2019-02-01,5502
LA,2019-03-01,5101
LA,2019-04-01,4755
LA,2019-05-01,5082
LA,2019-06-01,4189
LA,2019-07-01,3668
LA,2019-08-01,5207
LA,2019-09-01,3776
LA,2019-10-01,4581
LA,2019-11-01,3210
LA,2019-12-01,3118
LA,2019-01-01,4512
LA,2019-02-01,5133
LA,2019-03-01,4655
LA,2019-04-01,4492
LA,2019-05-01,4417
LA,2019-06-01,4367
LA,2019-07-01,4199
LA,2019-08-01,4544
LA,2019-09-01,4370
LA,2019-10-01,4457
LA,2019-11-01,4483
LA,2019-12-01,4622
ME,2019-01-01,1196
ME,2019-02-01,927
ME,2019-03-01,1034
ME,2019-04-01,759
ME,2019-05-01,1009
ME,2019-06-01,750
ME,2019-07-01,600
ME,2019-08-01,861
ME,2019-09-01,665
ME,2019-10-01,828
ME,2019-11-01,644
ME,2019-12-01,716
ME,2019-01-01,926
ME,2019-02-01,943
ME,2019-03-01,946
ME,2019-04-01,735
ME,2019-05-01,794
ME,2019-06-01,776
ME,2019-07-01,722
ME,2019-08-01,782
ME,2019-09-01,776
ME,2019-10-01,795
ME,2019-11-01,826
ME,2019-12-01,973
MD,2019-01-01,7439
MD,2019-02-01,7004
MD,2019-03-01,7417
MD,2019-04-01,6827
MD,2019-05-01,7431
MD,2019-06-01,5700
MD,2019-07-01,5309
MD,2019-08-01,6919
MD,2019-09-01,5297
MD,2019-10-01,6677
MD,2019-11-01,4883
MD,2019-12-01,4564
MD,2019-01-01,5971
MD,2019-02-01,6517
MD,2019-03-01,6670
MD,2019-04-01,6530
MD,2019-05-01,6387
MD,2019-06-01,6246
MD,2019-07-01,6116
MD,2019-08-01,6177
MD,2019-09-01,6142
MD,2019-10-01,6221
MD,2019-11-01,6234
MD,2019-12-01,6513
MA,2019-01-01,6069
MA,2019-02-01,5087
MA,2019-03-01,5493
MA,2019-04-01,4997
MA,2019-05-01,5772
MA,2019-06-01,4588
MA,2019-07-01,3694
MA,2019-08-01,5154
MA,2019-09-01,4104
MA,2019-10-01,5118
MA,2019-11-01,3622
MA,2019-12-01,3579
MA,2019-01-01,4449
MA,2019-02-01,5001
MA,2019-03-01,5071
MA,2019-04-01,4835
MA,2019-05-01,4819
MA,2019-06-01,4922
MA,2019-07-01,4377
MA,2019-08-01,4765
MA,2019-09-01,4831
MA,2019-10-01,4810
MA,2019-11-01,4655
MA,2019-12-01,4851
MI,2019-01-01,9436
MI,2019-02-01,8459
MI,2019-03-01,9684
MI,2019-04-01,8598
MI,2019-05-01,9409
MI,2019-06-01,7003
MI,2019-07-01,6260
MI,2019-08-01,8611
MI,2019-09-01,6673
MI,2019-10-01,8601
MI,2019-11-01,6037
MI,2019-12-01,5771
MI,2019-01-01,7382
MI,2019-02-01,7909
MI,2019-03-01,8460
MI,2019-04-01,8123
MI,2019-05-01,7769
MI,2019-06-01,7788
MI,2019-07-01,7474
MI,2019-08-01,7939
MI,2019-09-01,7940
MI,2019-10-01,8190
MI,2019-11-01,7844
MI,2019-12-01,8058
MN,2019-01-01,4784
MN,2019-02-01,3753
MN,2019-03-01,4339
MN,2019-04-01,4069
MN,2019-05-01,4570
MN,2019-06-01,3591
MN,2019-07-01,3138
MN,2019-08-01,4193
MN,2019-09-01,3352
MN,2019-10-01,4009
MN,2019-11-01,3161
MN,2019-12-01,3065
MN,2019-01-01,3566
MN,2019-02-01,3682
MN,2019-03-01,3939
MN,2019-04-01,3923
MN,2019-05-01,3794
MN,2019-06-01,3929
MN,2019-07-01,3743
MN,2019-08-01,3851
MN,2019-09-01,3940
MN,2019-10-01,3845
MN,2019-11-01,3951
MN,2019-12-01,4121
MS,2019-01-01,3365
MS,2019-02-01,3293
MS,2019-03-01,3056
MS,2019-04-01,2647
MS,2019-05-01,3033
MS,2019-06-01,2302
MS,2019-07-01,2041
MS,2019-08-01,2958
MS,2019-09-01,2216
MS,2019-10-01,2768
MS,2019-11-01,1916
MS,2019-12-01,1792
MS,2019-01-01,2615
MS,2019-02-01,2849
MS,2019-03-01,2724
MS,2019-04-01,2577
MS,2019-05-01,2571
MS,2019-06-01,2583
MS,2019-07-01,2323
MS,2019-08-01,2578
MS,2019-09-01,2655
MS,2019-10-01,2688
MS,2019-11-01,2613
MS,2019-12-01,2665
MO,2019-01-01,6183
MO,2019-02-01,5490
MO,2019-03-01,5339
MO,2019-04-01,4949
MO,2019-05-01,5593
MO,2019-06-01,4395
MO,2019-07-01,4201
MO,2019-08-01,6159
MO,2019-09-01,4221
MO,2019-10-01,5043
MO,2019-11-01,3573
MO,2019-12-01,3649
MO,2019-01-01,4502
MO,2019-02-01,5122
MO,2019-03-01,4997
MO,2019-04-01,4958
MO,2019-05-01,4846
MO,2019-06-01,4862
MO,2019-07-01,4927
MO,2019-08-01,5330
MO,2019-09-01,4927
MO,2019-10-01,4808
MO,2019-11-01,4761
MO,2019-12-01,4868
MT,2019-01-01,1637
MT,2019-02-01,1248
MT,2019-03-01,1387
MT,2019-04-01,1166
MT,2019-05-01,1466
MT,2019-06-01,1066
MT,2019-07-01,888
MT,2019-08-01,1220
MT,2019-09-01,991
MT,2019-10-01,1208
MT,2019-11-01,918
MT,2019-12-01,955
MT,2019-01-01,1248
MT,2019-02-01,1193
MT,2019-03-01,1256
MT,2019-04-01,1123
MT,2019-05-01,1203
MT,2019-06-01,1139
MT,2019-07-01,1060
MT,2019-08-01,1129
MT,2019-09-01,1210
MT,2019-10-01,1141
MT,2019-11-01,1170
MT,2019-12-01,1293
NE,2019-01-01,1872
NE,2019-02-01,1532
NE,2019-03-01,1478
NE,2019-04-01,1161
NE,2019-05-01,1331
NE,2019-06-01,1079
NE,2019-07-01,982
NE,2019-08-01,1342
NE,2019-09-01,1091
NE,2019-10-01,1218
NE,2019-11-01,926
NE,2019-12-01,942
NE,2019-01-01,1356
NE,2019-02-01,1429
NE,2019-03-01,1382
NE,2019-04-01,1161
NE,2019-05-01,1158
NE,2019-06-01,1172
NE,2019-07-01,1139
NE,2019-08-01,1234
NE,2019-09-01,1285
NE,2019-10-01,1172
NE,2019-11-01,1185
NE,2019-12-01,1233
NV,2019-01-01,4332
NV,2019-02-01,4047
NV,2019-03-01,4044
NV,2019-04-01,3481
NV,2019-05-01,4154
NV,2019-06-01,3290
NV,2019-07-01,2603
NV,2019-08-01,3261
NV,2019-09-01,3485
NV,2019-10-01,3944
NV,2019-11-01,2845
NV,2019-12-01,2870
NV,2019-01-01,3328
NV,2019-02-01,3836
NV,2019-03-01,3704
NV,2019-04-01,3535
NV,2019-05-01,3496
NV,2019-06-01,3563
NV,2019-07-01,2969
NV,2019-08-01,2915
NV,2019-09-01,4185
NV,2019-10-01,3798
NV,2019-11-01,3584
NV,2019-12-01,3798
NH,2019-01-01,1306
NH,2019-02-01,1076
NH,2019-03-01,1197
NH,2019-04-01,992
NH,2019-05-01,1034
NH,2019-06-01,833
NH,2019-07-01,675
NH,2019-08-01,944
NH,2019-09-01,760
NH,2019-10-01,968
NH,2019-11-01,713
NH,2019-12-01,647
NH,2019-01-01,1028
NH,2019-02-01,1077
NH,2019-03-01,1094
NH,2019-04-01,939
NH,2019-05-01,839
NH,2019-06-01,932
NH,2019-07-01,801
NH,2019-08-01,849
NH,2019-09-01,877
NH,2019-10-01,904
NH,2019-11-01,897
NH,2019-12-01,860
NJ,2019-01-01,11065
NJ,2019-02-01,9993
NJ,2019-03-01,10356
NJ,2019-04-01,9588
NJ,2019-05-01,11143
NJ,2019-06-01,8873
NJ,2019-07-01,7727
NJ,2019-08-01,10501
NJ,2019-09-01,8251
NJ,2019-10-01,10334
NJ,2019-11-01,7680
NJ,2019-12-01,6862
NJ,2019-01-01,8450
NJ,2019-02-01,9618
NJ,2019-03-01,9692
NJ,2019-04-01,9478
NJ,2019-05-01,9287
NJ,2019-06-01,9727
NJ,2019-07-01,9156
NJ,2019-08-01,9376
NJ,2019-09-01,9452
NJ,2019-10-01,9530
NJ,2019-11-01,9530
NJ,2019-12-01,9622
NM,2019-01-01,1843
NM,2019-02-01,1595
NM,2019-03-01,1650
NM,2019-04-01,1380
NM,2019-05-01,1701
NM,2019-06-01,1417
NM,2019-07-01,1197
NM,2019-08-01,1643
NM,2019-09-01,1245
NM,2019-10-01,1590
NM,2019-11-01,1121
NM,2019-12-01,1087
NM,2019-01-01,1467
NM,2019-02-01,1498
NM,2019-03-01,1526
NM,2019-04-01,1395
NM,2019-05-01,1475
NM,2019-06-01,1537
NM,2019-07-01,1293
NM,2019-08-01,1402
NM,2019-09-01,1431
NM,2019-10-01,1523
NM,2019-11-01,1443
NM,2019-12-01,1531
NY,2019-01-01,22523
NY,2019-02-01,19895
NY,2019-03-01,21223
NY,2019-04-01,19819
NY,2019-05-01,22809
NY,2019-06-01,18076
NY,2019-07-01,15653
NY,2019-08-01,20703
NY,2019-09-01,16716
NY,2019-10-01,20586
NY,2019-11-01,15876
NY,2019-12-01,14811
NY,2019-01-01,17032
NY,2019-02-01,19465
NY,2019-03-01,19705
NY,2019-04-01,19810
NY,2019-05-01,19111
NY,2019-06-01,19526
NY,2019-07-01,18759
NY,2019-08-01,18862
NY,2019-09-01,19302
NY,2019-10-01,19015
NY,2019-11-01,19224
NY,2019-12-01,20087
NC,2019-01-01,10395
NC,2019-02-01,9694
NC,2019-03-01,9772
NC,2019-04-01,8431
NC,2019-05-01,10106
NC,2019-06-01,7914
NC,2019-07-01,7794
NC,2019-08-01,9694
NC,2019-09-01,7384
NC,2019-10-01,9236
NC,2019-11-01,6730
NC,2019-12-01,6499
NC,2019-01-01,8147
NC,2019-02-01,8772
NC,2019-03-01,9039
NC,2019-04-01,8621
NC,2019-05-01,8492
NC,2019-06-01,8407
NC,2019-07-01,8822
NC,2019-08-01,8590
NC,2019-09-01,8519
NC,2019-10-01,8801
NC,2019-11-01,8659
NC,2019-12-01,9339
ND,2019-01-01,810
ND,2019-02-01,732
ND,2019-03-01,827
ND,2019-04-01,544
ND,2019-05-01,605
ND,2019-06-01,440
ND,2019-07-01,468
ND,2019-08-01,568
ND,2019-09-01,430
ND,2019-10-01,559
ND,2019-11-01,438
ND,2019-12-01,451
ND,2019-01-01,596
ND,2019-02-01,701
ND,2019-03-01,750
ND,2019-04-01,523
ND,2019-05-01,517
ND,2019-06-01,508
ND,2019-07-01,551
ND,2019-08-01,529
ND,2019-09-01,519
ND,2019-10-01,541
ND,2019-11-01,545
ND,2019-12-01,562
OH,2019-01-01,9926
OH,2019-02-01,8454
OH,2019-03-01,9007
OH,2019-04-01,8163
OH,2019-05-01,9010
OH,2019-06-01,7039
OH,2019-07-01,6563
OH,2019-08-01,9049
OH,2019-09-01,6751
OH,2019-10-01,8829
OH,2019-11-01,6225
OH,2019-12-01,6015
OH,2019-01-01,7657
OH,2019-02-01,7848
OH,2019-03-01,8257
OH,2019-04-01,8065
OH,2019-05-01,7735
OH,2019-06-01,7713
OH,2019-07-01,7680
OH,2019-08-01,7963
OH,2019-09-01,7887
OH,2019-10-01,8222
OH,2019-11-01,7910
OH,2019-12-01,8514
OK,2019-01-01,4329
OK,2019-02-01,3780
OK,2019-03-01,3750
OK,2019-04-01,3413
OK,2019-05-01,3769
OK,2019-06-01,3230
OK,2019-07-01,3003
OK,2019-08-01,4161
OK,2019-09-01,2943
OK,2019-10-01,3531
OK,2019-11-01,2618
OK,2019-12-01,2499
OK,2019-01-01,3350
OK,2019-02-01,3603
OK,2019-03-01,3502
OK,2019-04-01,3371
OK,2019-05-01,3226
OK,2019-06-01,3577
OK,2019-07-01,3352
OK,2019-08-01,3447
OK,2019-09-01,3379
OK,2019-10-01,3402
OK,2019-11-01,3409
OK,2019-12-01,3516
OR,2019-01-01,4310
OR,2019-02-01,3673
OR,2019-03-01,3598
OR,2019-04-01,3220
OR,2019-05-01,3840
OR,2019-06-01,2916
OR,2019-07-01,2673
OR,2019-08-01,3335
OR,2019-09-01,2755
OR,2019-10-01,3539
OR,2019-11-01,2700
OR,2019-12-01,2655
OR,2019-01-01,3293
OR,2019-02-01,3382
OR,2019-03-01,3302
OR,2019-04-01,3213
OR,2019-05-01,3178
OR,2019-06-01,3246
OR,2019-07-01,3241
OR,2019-08-01,3127
OR,2019-09-01,3226
OR,2019-10-01,3322
OR,2019-11-01,3287
OR,2019-12-01,3562
PA,2019-01-01,9971
PA,2019-02-01,8907
PA,2019-03-01,9798
PA,2019-04-01,8970
PA,2019-05-01,10177
PA,2019-06-01,8045
PA,2019-07-01,7038
PA,2019-08-01,9504
PA,2019-09-01,7420
PA,2019-10-01,9195
PA,2019-11-01,7045
PA,2019-12-01,6674
PA,2019-01-01,7789
PA,2019-02-01,8703
PA,2019-03-01,9192
PA,2019-04-01,8595
PA,2019-05-01,8434
PA,2019-06-01,8571
PA,2019-07-01,8120
PA,2019-08-01,8494
PA,2019-09-01,8537
PA,2019-10-01,8868
PA,2019-11-01,8980
PA,2019-12-01,9064
RI,2019-01-01,1125
RI,2019-02-01,849
RI,2019-03-01,982
RI,2019-04-01,719
RI,2019-05-01,747
RI,2019-06-01,611
RI,2019-07-01,551
RI,2019-08-01,668
RI,2019-09-01,544
RI,2019-10-01,736
RI,2019-11-01,497
RI,2019-12-01,466
RI,2019-01-01,867
RI,2019-02-01,856
RI,2019-03-01,883
RI,2019-04-01,674
RI,2019-05-01,602
RI,2019-06-01,631
RI,2019-07-01,614
RI,2019-08-01,601
RI,2019-09-01,649
RI,2019-10-01,708
RI,2019-11-01,674
RI,2019-12-01,696
SC,2019-01-01,5268
SC,2019-02-01,4840
SC,2019-03-01,4863
SC,2019-04-01,4229
SC,2019-05-01,4900
SC,2019-06-01,4009
SC,2019-07-01,3717
SC,2019-08-01,4855
SC,2019-09-01,3614
SC,2019-10-01,4605
SC,2019-11-01,3485
SC,2019-12-01,3142
SC,2019-01-01,4071
SC,2019-02-01,4384
SC,2019-03-01,4307
SC,2019-04-01,4263
SC,2019-05-01,4136
SC,2019-06-01,4306
SC,2019-07-01,4276
SC,2019-08-01,4295
SC,2019-09-01,4396
SC,2019-10-01,4375
SC,2019-11-01,4460
SC,2019-12-01,4647
SD,2019-01-01,974
SD,2019-02-01,779
SD,2019-03-01,807
SD,2019-04-01,602
SD,2019-05-01,749
SD,2019-06-01,527
SD,2019-07-01,472
SD,2019-08-01,672
SD,2019-09-01,535
SD,2019-10-01,712
SD,2019-11-01,460
SD,2019-12-01,514
SD,2019-01-01,704
SD,2019-02-01,731
SD,2019-03-01,757
SD,2019-04-01,619
SD,2019-05-01,659
SD,2019-06-01,590
SD,2019-07-01,538
SD,2019-08-01,622
SD,2019-09-01,640
SD,2019-10-01,681
SD,2019-11-01,588
SD,2019-12-01,618
TN,2019-01-01,6276
TN,2019-02-01,5498
TN,2019-03-01,5319
TN,2019-04-01,4784
TN,2019-05-01,5244
TN,2019-06-01,4307
TN,2019-07-01,3963
TN,2019-08-01,5414
TN,2019-09-01,4102
TN,2019-10-01,6001
TN,2019-11-01,4220
TN,2019-12-01,3612
TN,2019-01-01,4606
TN,2019-02-01,4933
TN,2019-03-01,4860
TN,2019-04-01,4748
TN,2019-05-01,4559
TN,2019-06-01,4793
TN,2019-07-01,4596
TN,2019-08-01,4758
TN,2019-09-01,4897
TN,2019-10-01,5760
TN,2019-11-01,5406
TN,2019-12-01,5198
TX,2019-01-01,30581
TX,2019-02-01,27918
TX,2019-03-01,27313
TX,2019-04-01,25891
TX,2019-05-01,29717
TX,2019-06-01,23834
TX,2019-07-01,21688
TX,2019-08-01,28813
TX,2019-09-01,22336
TX,2019-10-01,27964
TX,2019-11-01,19559
TX,2019-12-01,19587
TX,2019-01-01,23747
TX,2019-02-01,26066
TX,2019-03-01,25260
TX,2019-04-01,25702
TX,2019-05-01,24949
TX,2019-06-01,25803
TX,2019-07-01,25442
TX,2019-08-01,25760
TX,2019-09-01,25270
TX,2019-10-01,26197
TX,2019-11-01,25668
TX,2019-12-01,26955
UT,2019-01-01,4861
UT,2019-02-01,4259
UT,2019-03-01,4352
UT,2019-04-01,4027
UT,2019-05-01,4949
UT,2019-06-01,4025
UT,2019-07-01,3414
UT,2019-08-01,4916
UT,2019-09-01,3645
UT,2019-10-01,4452
UT,2019-11-01,3620
UT,2019-12-01,3180
UT,2019-01-01,3635
UT,2019-02-01,4100
UT,2019-03-01,4042
UT,2019-04-01,4098
UT,2019-05-01,4206
UT,2019-06-01,4440
UT,2019-07-01,4129
UT,2019-08-01,4340
UT,2019-09-01,4217
